1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 4.084909678889477253e+08
3.578947368421052377e-02 3.578947368421052377e-02 1.000000000000000021e-02 3.549632744287593365e+08
3.578947368421052377e-02 3.578947368421052377e-02 3.578947368421052377e-02 2.933159842053458691e+08
6.157894736842105254e-02 3.578947368421052377e-02 3.578947368421052377e-02 3.381035940422072411e+08
6.157894736842105254e-02 6.157894736842105254e-02 1.000000000000000021e-02 2.704805352896396518e+08
6.157894736842105254e-02 6.157894736842105254e-02 3.578947368421052377e-02 2.218543656452161670e+08
6.157894736842105254e-02 6.157894736842105254e-02 6.157894736842105254e-02 1.741730683788292408e+08
8.736842105263156744e-02 6.157894736842105254e-02 3.578947368421052377e-02 2.614797874553355277e+08
8.736842105263156744e-02 6.157894736842105254e-02 6.157894736842105254e-02 1.664385866985472739e+08
8.736842105263156744e-02 8.736842105263156744e-02 1.000000000000000021e-02 2.179972358619495928e+08
8.736842105263156744e-02 8.736842105263156744e-02 3.578947368421052377e-02 1.804636778569307625e+08
8.736842105263156744e-02 8.736842105263156744e-02 6.157894736842105254e-02 1.375879324378506243e+08
8.736842105263156744e-02 8.736842105263156744e-02 8.736842105263156744e-02 1.161342329680851549e+08
1.131578947368420962e-01 6.157894736842105254e-02 6.157894736842105254e-02 1.994017387973900139e+08
1.131578947368420962e-01 8.736842105263156744e-02 3.578947368421052377e-02 2.110225311934672892e+08
1.131578947368420962e-01 8.736842105263156744e-02 6.157894736842105254e-02 1.355171661552056670e+08
1.131578947368420962e-01 8.736842105263156744e-02 8.736842105263156744e-02 1.073279048548056036e+08
1.131578947368420962e-01 1.131578947368420962e-01 1.000000000000000021e-02 1.809586038013997674e+08
1.131578947368420962e-01 1.131578947368420962e-01 3.578947368421052377e-02 1.501341685952475965e+08
1.131578947368420962e-01 1.131578947368420962e-01 6.157894736842105254e-02 1.136165476763738692e+08
1.131578947368420962e-01 1.131578947368420962e-01 8.736842105263156744e-02 9.339523051993648708e+07
1.131578947368420962e-01 1.131578947368420962e-01 1.131578947368420962e-01 8.111656590455977619e+07
1.389473684210526250e-01 8.736842105263156744e-02 6.157894736842105254e-02 1.583797911750484407e+08
1.389473684210526250e-01 8.736842105263156744e-02 8.736842105263156744e-02 1.115186269135727882e+08
1.389473684210526250e-01 1.131578947368420962e-01 3.578947368421052377e-02 1.698178091418628395e+08
1.389473684210526250e-01 1.131578947368420962e-01 6.157894736842105254e-02 1.143153614487403482e+08
1.389473684210526250e-01 1.131578947368420962e-01 8.736842105263156744e-02 9.087470075768075883e+07
1.389473684210526250e-01 1.131578947368420962e-01 1.131578947368420962e-01 7.727520627275581658e+07
1.389473684210526250e-01 1.389473684210526250e-01 1.000000000000000021e-02 1.654178308589573503e+08
1.389473684210526250e-01 1.389473684210526250e-01 3.578947368421052377e-02 1.372990634339059889e+08
1.389473684210526250e-01 1.389473684210526250e-01 6.157894736842105254e-02 1.036425851320454627e+08
1.389473684210526250e-01 1.389473684210526250e-01 8.736842105263156744e-02 8.465560324828541279e+07
1.389473684210526250e-01 1.389473684210526250e-01 1.131578947368420962e-01 7.241674127161847055e+07
1.389473684210526250e-01 1.389473684210526250e-01 1.389473684210526250e-01 6.771327909534984827e+07
1.647368421052631537e-01 8.736842105263156744e-02 8.736842105263156744e-02 1.249218363204735965e+08
1.647368421052631537e-01 1.131578947368420962e-01 6.157894736842105254e-02 1.284759836792383641e+08
1.647368421052631537e-01 1.131578947368420962e-01 8.736842105263156744e-02 9.245966884931793809e+07
1.647368421052631537e-01 1.131578947368420962e-01 1.131578947368420962e-01 7.494878776659452915e+07
1.647368421052631537e-01 1.389473684210526250e-01 3.578947368421052377e-02 1.571486009152388275e+08
1.647368421052631537e-01 1.389473684210526250e-01 6.157894736842105254e-02 1.037340951333685815e+08
1.647368421052631537e-01 1.389473684210526250e-01 8.736842105263156744e-02 8.163540938155230880e+07
1.647368421052631537e-01 1.389473684210526250e-01 1.131578947368420962e-01 6.848809562534099817e+07
1.647368421052631537e-01 1.389473684210526250e-01 1.389473684210526250e-01 6.332609341460664570e+07
1.647368421052631537e-01 1.647368421052631537e-01 1.000000000000000021e-02 1.479808764070856571e+08
1.647368421052631537e-01 1.647368421052631537e-01 3.578947368421052377e-02 1.225512729756172448e+08
1.647368421052631537e-01 1.647368421052631537e-01 6.157894736842105254e-02 9.194731882354797423e+07
1.647368421052631537e-01 1.647368421052631537e-01 8.736842105263156744e-02 7.454786305631203949e+07
1.647368421052631537e-01 1.647368421052631537e-01 1.131578947368420962e-01 6.304274976155367494e+07
1.647368421052631537e-01 1.647368421052631537e-01 1.389473684210526250e-01 5.836384347114132345e+07
1.647368421052631537e-01 1.647368421052631537e-01 1.647368421052631537e-01 5.355018417487291992e+07
1.905263157894736825e-01 1.131578947368420962e-01 8.736842105263156744e-02 1.011747796883576810e+08
1.905263157894736825e-01 1.131578947368420962e-01 1.131578947368420962e-01 7.704067968241481483e+07
1.905263157894736825e-01 1.389473684210526250e-01 6.157894736842105254e-02 1.162465637872977555e+08
1.905263157894736825e-01 1.389473684210526250e-01 8.736842105263156744e-02 8.444464019015337527e+07
1.905263157894736825e-01 1.389473684210526250e-01 1.131578947368420962e-01 6.842338702963110805e+07
1.905263157894736825e-01 1.389473684210526250e-01 1.389473684210526250e-01 6.229973117783531547e+07
1.905263157894736825e-01 1.647368421052631537e-01 3.578947368421052377e-02 1.350855073212960064e+08
1.905263157894736825e-01 1.647368421052631537e-01 6.157894736842105254e-02 9.277788964647428691e+07
1.905263157894736825e-01 1.647368421052631537e-01 8.736842105263156744e-02 7.350706619335627556e+07
1.905263157894736825e-01 1.647368421052631537e-01 1.131578947368420962e-01 6.149763942586115003e+07
1.905263157894736825e-01 1.647368421052631537e-01 1.389473684210526250e-01 5.664588260303616524e+07
1.905263157894736825e-01 1.647368421052631537e-01 1.647368421052631537e-01 5.167140220250902325e+07
1.905263157894736825e-01 1.905263157894736825e-01 1.000000000000000021e-02 1.403454472727825940e+08
1.905263157894736825e-01 1.905263157894736825e-01 3.578947368421052377e-02 1.160776822871433049e+08
1.905263157894736825e-01 1.905263157894736825e-01 6.157894736842105254e-02 8.681248506042222679e+07
1.905263157894736825e-01 1.905263157894736825e-01 8.736842105263156744e-02 7.014380585262212157e+07
1.905263157894736825e-01 1.905263157894736825e-01 1.131578947368420962e-01 5.903421996241343021e+07
1.905263157894736825e-01 1.905263157894736825e-01 1.389473684210526250e-01 5.447364224535530806e+07
1.905263157894736825e-01 1.905263157894736825e-01 1.647368421052631537e-01 4.964211943508836627e+07
1.905263157894736825e-01 1.905263157894736825e-01 1.905263157894736825e-01 4.761966916567006707e+07
2.163157894736842113e-01 1.131578947368420962e-01 1.131578947368420962e-01 8.189795018586871028e+07
2.163157894736842113e-01 1.389473684210526250e-01 8.736842105263156744e-02 9.117150659747312963e+07
2.163157894736842113e-01 1.389473684210526250e-01 1.131578947368420962e-01 6.992780461153197289e+07
2.163157894736842113e-01 1.389473684210526250e-01 1.389473684210526250e-01 6.217830272194811702e+07
2.163157894736842113e-01 1.647368421052631537e-01 6.157894736842105254e-02 1.011933688043821901e+08
2.163157894736842113e-01 1.647368421052631537e-01 8.736842105263156744e-02 7.498196856536425650e+07
2.163157894736842113e-01 1.647368421052631537e-01 1.131578947368420962e-01 6.099353239249986410e+07
2.163157894736842113e-01 1.647368421052631537e-01 1.389473684210526250e-01 5.552132180901825428e+07
2.163157894736842113e-01 1.647368421052631537e-01 1.647368421052631537e-01 5.015858391167986393e+07
2.163157894736842113e-01 1.905263157894736825e-01 3.578947368421052377e-02 1.281422142332350314e+08
2.163157894736842113e-01 1.905263157894736825e-01 6.157894736842105254e-02 8.755569517347621918e+07
2.163157894736842113e-01 1.905263157894736825e-01 8.736842105263156744e-02 6.909111356559120119e+07
2.163157894736842113e-01 1.905263157894736825e-01 1.131578947368420962e-01 5.752855112028716505e+07
2.163157894736842113e-01 1.905263157894736825e-01 1.389473684210526250e-01 5.283460979005086422e+07
2.163157894736842113e-01 1.905263157894736825e-01 1.647368421052631537e-01 4.791765543646353483e+07
2.163157894736842113e-01 1.905263157894736825e-01 1.905263157894736825e-01 4.582790669401887059e+07
2.163157894736842113e-01 2.163157894736842113e-01 1.000000000000000021e-02 1.330082174702428728e+08
2.163157894736842113e-01 2.163157894736842113e-01 3.578947368421052377e-02 1.098035045756150931e+08
2.163157894736842113e-01 2.163157894736842113e-01 6.157894736842105254e-02 8.178599410327604413e+07
2.163157894736842113e-01 2.163157894736842113e-01 8.736842105263156744e-02 6.581493220296801627e+07
2.163157894736842113e-01 2.163157894736842113e-01 1.131578947368420962e-01 5.512383646406659484e+07
2.163157894736842113e-01 2.163157894736842113e-01 1.389473684210526250e-01 5.072296439449118078e+07
2.163157894736842113e-01 2.163157894736842113e-01 1.647368421052631537e-01 4.598376145339450240e+07
2.163157894736842113e-01 2.163157894736842113e-01 1.905263157894736825e-01 4.394777045337479562e+07
2.163157894736842113e-01 2.163157894736842113e-01 2.163157894736842113e-01 4.207609788783516735e+07
