4.185679999999999783e-03 1.474040000000000000e+05 -2.020810000000000000e+05
8.131239999999999649e-03 6.958689999999999418e+04 -6.047790000000000146e+04
1.292120000000000074e-02 5.386859999999999854e+04 -1.761690000000000146e+04
1.779060000000000016e-02 5.576890000000000146e+04 -1.933270000000000073e+04
2.255959999999999910e-02 4.222659999999999854e+04 1.209000000000000000e+04
2.753749999999999948e-02 4.931380000000000291e+04 8.709319999999999709e+03
3.263850000000000084e-02 4.088630000000000291e+04 1.041039999999999964e+04
3.767439999999999678e-02 3.456559999999999854e+04 5.581189999999999600e+03
4.258499999999999786e-02 3.062400000000000000e+04 -6.442069999999999709e+03
4.751020000000000243e-02 3.139000000000000000e+04 -9.374149999999999636e+03
5.252140000000000281e-02 2.793370000000000073e+04 -4.877569999999999709e+03
5.754299999999999693e-02 2.495679999999999927e+04 -3.194730000000000018e+03
6.257089999999999874e-02 2.416229999999999927e+04 1.487220000000000027e+03
6.757889999999999731e-02 2.200300000000000000e+04 4.063429999999999836e+03
7.253450000000000175e-02 2.207679999999999927e+04 4.050710000000000036e+03
7.752670000000000394e-02 1.968479999999999927e+04 6.084600000000000364e+03
8.256189999999999363e-02 1.764190000000000146e+04 2.152570000000000164e+03
8.758530000000000482e-02 1.605739999999999964e+04 2.405730000000000018e+03
9.256789999999999463e-02 1.513400000000000000e+04 5.229120000000000346e+02
9.752959999999999408e-02 1.375120000000000073e+04 9.397050000000000409e+02
1.025210000000000010e-01 1.358879999999999927e+04 7.965040000000000191e+02
1.075509999999999938e-01 1.222070000000000073e+04 1.207410000000000082e+03
1.125639999999999974e-01 1.086720000000000073e+04 2.388909999999999854e+03
1.175490000000000007e-01 1.106900000000000000e+04 1.956640000000000100e+03
1.225170000000000009e-01 1.081489999999999964e+04 2.826260000000000218e+03
1.275249999999999995e-01 1.067750000000000000e+04 1.618789999999999964e+03
1.325409999999999922e-01 1.008879999999999927e+04 2.642750000000000000e+03
1.375580000000000136e-01 9.353700000000000728e+03 1.810339999999999918e+03
1.425470000000000070e-01 8.467079999999999927e+03 1.916430000000000064e+03
1.475229999999999875e-01 7.859409999999999854e+03 1.661029999999999973e+03
1.525269999999999959e-01 7.503079999999999927e+03 1.449059999999999945e+03
1.575370000000000104e-01 7.412989999999999782e+03 1.293480000000000018e+03
1.625369999999999870e-01 6.769000000000000000e+03 7.589719999999999800e+02
1.675250000000000072e-01 6.598119999999999891e+03 1.011750000000000000e+03
1.725240000000000107e-01 6.254260000000000218e+03 1.043339999999999918e+03
1.775329999999999964e-01 6.090890000000000327e+03 9.789819999999999709e+02
1.825370000000000048e-01 5.937670000000000073e+03 5.709660000000000082e+02
1.875269999999999992e-01 5.761630000000000109e+03 5.111170000000000186e+02
1.924990000000000034e-01 5.483439999999999600e+03 4.596789999999999736e+02
1.974990000000000079e-01 5.213159999999999854e+03 4.234519999999999982e+02
2.025289999999999868e-01 4.733079999999999927e+03 4.194159999999999968e+02
2.075319999999999943e-01 4.803810000000000400e+03 5.148959999999999582e+02
2.125199999999999867e-01 4.535609999999999673e+03 2.231459999999999866e+02
2.175169999999999881e-01 4.258380000000000109e+03 2.593919999999999959e+02
2.225119999999999876e-01 4.240079999999999927e+03 3.646730000000000018e+02
2.275220000000000020e-01 3.937780000000000200e+03 4.041329999999999814e+02
2.325319999999999887e-01 3.811239999999999782e+03 3.526879999999999882e+02
2.375210000000000099e-01 3.745050000000000182e+03 5.259879999999999711e+01
2.425130000000000063e-01 3.625530000000000200e+03 -1.715629999999999882e+02
2.475130000000000108e-01 3.517929999999999836e+03 -4.586399999999999721e+01
2.525140000000000162e-01 3.484989999999999782e+03 -1.927599999999999909e+02
2.575200000000000267e-01 3.382269999999999982e+03 -1.247049999999999983e+02
2.625149999999999983e-01 3.269230000000000018e+03 -1.699310000000000116e+02
2.675100000000000255e-01 3.080309999999999945e+03 -2.112140000000000128e+01
2.725150000000000072e-01 2.935559999999999945e+03 4.390449999999999875e+01
2.775199999999999889e-01 2.846199999999999818e+03 -1.433009999999999877e+02
2.825259999999999994e-01 2.865690000000000055e+03 -2.084199999999999875e+02
2.875179999999999958e-01 2.728349999999999909e+03 -2.860289999999999964e+02
2.925070000000000170e-01 2.727260000000000218e+03 -3.773059999999999832e+02
2.975019999999999887e-01 2.730309999999999945e+03 -3.782860000000000014e+02
