1.295170000000000002e-02 8.802810000000000582e+04 2.022679999999999927e+04
1.777789999999999926e-02 6.669130000000000291e+04 4.645290000000000146e+04
2.256520000000000054e-02 5.893169999999999709e+04 -1.080700000000000000e+04
2.756230000000000138e-02 6.196880000000000291e+04 1.821840000000000146e+04
3.269960000000000228e-02 5.283780000000000291e+04 6.784689999999999600e+03
3.768180000000000140e-02 3.826000000000000000e+04 1.077139999999999964e+04
4.258989999999999998e-02 3.754250000000000000e+04 1.176960000000000036e+04
4.756490000000000024e-02 3.253750000000000000e+04 1.035929999999999927e+04
5.257590000000000180e-02 3.153670000000000073e+04 1.187220000000000073e+04
5.763750000000000123e-02 3.027270000000000073e+04 1.174820000000000073e+04
6.259030000000000149e-02 2.878090000000000146e+04 1.113670000000000073e+04
6.754330000000000056e-02 2.710209999999999854e+04 1.025129999999999927e+04
7.248820000000000263e-02 2.430100000000000000e+04 7.865630000000000109e+03
7.749570000000000070e-02 2.235720000000000073e+04 1.023289999999999964e+04
8.257299999999999363e-02 2.007570000000000073e+04 7.848960000000000036e+03
8.760529999999999706e-02 1.760309999999999854e+04 7.352039999999999964e+03
9.256240000000000301e-02 1.678240000000000146e+04 4.793989999999999782e+03
9.752769999999999495e-02 1.628000000000000000e+04 3.735940000000000055e+03
1.025490000000000013e-01 1.504489999999999964e+04 6.605250000000000000e+03
1.075870000000000021e-01 1.396839999999999964e+04 4.757430000000000291e+03
1.125690000000000024e-01 1.331270000000000073e+04 5.700840000000000146e+03
1.175370000000000026e-01 1.229989999999999964e+04 3.532750000000000000e+03
1.225230000000000069e-01 1.216529999999999927e+04 2.773989999999999782e+03
1.275399999999999867e-01 1.138020000000000073e+04 3.411179999999999836e+03
1.325520000000000032e-01 1.058579999999999927e+04 3.836550000000000182e+03
1.375570000000000126e-01 1.067339999999999964e+04 3.003719999999999800e+03
1.425279999999999880e-01 1.003189999999999964e+04 2.620000000000000000e+03
1.475100000000000022e-01 9.523870000000000800e+03 3.372539999999999964e+03
1.525150000000000117e-01 9.056690000000000509e+03 3.922420000000000073e+03
1.575229999999999964e-01 8.470239999999999782e+03 2.806699999999999818e+03
1.625369999999999870e-01 7.747279999999999745e+03 2.660239999999999782e+03
1.675300000000000122e-01 7.403560000000000400e+03 1.960269999999999982e+03
1.725260000000000127e-01 7.219149999999999636e+03 1.921400000000000091e+03
1.775249999999999884e-01 7.014020000000000437e+03 1.854940000000000055e+03
1.825299999999999978e-01 6.585539999999999964e+03 1.827730000000000018e+03
1.875259999999999982e-01 6.253340000000000146e+03 1.571920000000000073e+03
1.925080000000000124e-01 6.316489999999999782e+03 1.355990000000000009e+03
1.975059999999999871e-01 6.035750000000000000e+03 1.142819999999999936e+03
2.025280000000000136e-01 5.760779999999999745e+03 1.355779999999999973e+03
2.075349999999999973e-01 5.698260000000000218e+03 7.936449999999999818e+02
2.125400000000000067e-01 5.475310000000000400e+03 9.902259999999999991e+02
2.175219999999999931e-01 5.322449999999999818e+03 3.938059999999999832e+02
2.225109999999999866e-01 5.095399999999999636e+03 7.345910000000000082e+02
2.275159999999999960e-01 4.903079999999999927e+03 1.053440000000000055e+03
2.325280000000000125e-01 4.714270000000000437e+03 8.833830000000000382e+02
2.375279999999999891e-01 4.608930000000000291e+03 8.748250000000000455e+02
2.425130000000000063e-01 4.455439999999999600e+03 6.018089999999999691e+02
2.475050000000000028e-01 4.241680000000000291e+03 9.034740000000000464e+02
