0.0128192	79178.2	34909.5	18118.6
0.017748	77490.8	33325.1	9169.78
0.0226729	67446.9	13770.3	-12017.8
0.027668	53753.4	6654.66	-14411.4
0.0326359	50655.1	13048.9	-4125.01
0.0376044	46926.3	17944.2	-5757.34
0.0426046	39410.3	12419.5	-12476.
0.0475961	35735.1	15254.7	-4602.83
0.0525942	35192.1	13150.2	-640.996
0.057583	30585.5	13698.3	3384.83
0.0625683	29187.2	11662.4	841.938
0.0675546	27715.5	9546.3	-3068.25
0.0725619	25134.9	8711.47	-2407.01
0.0775603	23750.6	10294.9	116.929
0.0825458	22788.2	8433.02	492.847
0.0875447	21383.8	8365.22	-458.797
0.0925535	17885.2	7796.99	1140.56
0.097557	16906.6	6007.71	1964.47
0.102539	15601.	4583.25	216.638
0.107528	14900.2	4832.44	1269.38
0.112544	13906.4	5217.77	913.696
0.117554	13196.8	4488.34	112.688
0.122543	13030.6	4121.94	-118.661
0.127537	12137.8	3581.57	-336.766
0.132544	11811.8	4040.52	392.769
0.137539	10984.2	3787.72	717.295
0.142529	10395.	2513.02	232.251
0.147528	10049.3	2971.83	355.369
0.152531	9414.31	3195.62	720.859
0.157524	8700.69	2533.38	581.741
0.162526	8229.05	2454.32	136.654
0.16753	8013.49	2070.36	310.682
0.172522	7622.46	1920.79	611.81
0.177524	7387.04	1342.74	91.6394
0.182527	7007.65	1462.51	31.6203
0.187522	7061.75	1333.59	367.207
0.192519	6656.24	1592.89	610.681
0.197525	6504.24	1279.32	682.715
0.202525	6240.34	1091.29	672.874
0.207514	5952.39	1327.6	537.482
0.212513	5583.16	1191.24	231.745
0.217519	5374.77	653.873	237.92
0.222521	5227.97	844.336	310.539
0.227521	5037.06	1022.08	308.349
0.232516	4869.6	845.719	252.146
0.237516	4680.94	628.169	262.669
0.242519	4634.97	543.224	450.44
0.247517	4417.19	560.791	324.909
