4.185679999999999783e-03 1.719560000000000000e+05 -3.506320000000000164e+03
8.131239999999999649e-03 8.546030000000000291e+04 2.128040000000000146e+04
1.292120000000000074e-02 4.970019999999999709e+04 -1.768129999999999927e+04
1.779060000000000016e-02 4.956309999999999854e+04 -1.690350000000000000e+04
2.255959999999999910e-02 4.354709999999999854e+04 -1.080039999999999964e+03
2.753749999999999948e-02 3.533359999999999854e+04 6.385189999999999600e+03
3.263850000000000084e-02 3.509509999999999854e+04 -2.571460000000000036e+03
3.767439999999999678e-02 3.259390000000000146e+04 -3.340250000000000000e+03
4.258499999999999786e-02 2.745479999999999927e+04 -2.191400000000000091e+03
4.751020000000000243e-02 2.671820000000000073e+04 -4.663829999999999814e+02
5.252140000000000281e-02 2.446579999999999927e+04 3.276539999999999964e+01
5.754299999999999693e-02 2.315720000000000073e+04 -7.345839999999999463e+02
6.257089999999999874e-02 2.255329999999999927e+04 1.458529999999999973e+03
6.757889999999999731e-02 2.186040000000000146e+04 8.121359999999999673e+02
7.253450000000000175e-02 2.044979999999999927e+04 2.506719999999999800e+03
7.752670000000000394e-02 1.865609999999999854e+04 3.031190000000000055e+03
8.256189999999999363e-02 1.734909999999999854e+04 2.054110000000000127e+03
8.758530000000000482e-02 1.566000000000000000e+04 2.316420000000000073e+03
9.256789999999999463e-02 1.434439999999999964e+04 2.866880000000000109e+03
9.752959999999999408e-02 1.388420000000000073e+04 2.385170000000000073e+03
1.025210000000000010e-01 1.266000000000000000e+04 2.949510000000000218e+03
1.075509999999999938e-01 1.182400000000000000e+04 2.744769999999999982e+03
1.125639999999999974e-01 1.139579999999999927e+04 1.657769999999999982e+03
1.175490000000000007e-01 1.089550000000000000e+04 1.927470000000000027e+03
1.225170000000000009e-01 1.069370000000000073e+04 2.789980000000000018e+03
1.275249999999999995e-01 1.041539999999999964e+04 2.566489999999999782e+03
1.325409999999999922e-01 9.717559999999999491e+03 2.076940000000000055e+03
1.375580000000000136e-01 8.951180000000000291e+03 1.654329999999999927e+03
1.425470000000000070e-01 8.317989999999999782e+03 1.371220000000000027e+03
1.475229999999999875e-01 7.988930000000000291e+03 1.245680000000000064e+03
1.525269999999999959e-01 7.439779999999999745e+03 1.389640000000000100e+03
1.575370000000000104e-01 7.016210000000000036e+03 1.430980000000000018e+03
1.625369999999999870e-01 6.681449999999999818e+03 1.457410000000000082e+03
1.675250000000000072e-01 6.366659999999999854e+03 1.264140000000000100e+03
1.725240000000000107e-01 6.082069999999999709e+03 1.426160000000000082e+03
1.775329999999999964e-01 5.899130000000000109e+03 1.478319999999999936e+03
1.825370000000000048e-01 5.922250000000000000e+03 1.250670000000000073e+03
1.875269999999999992e-01 5.633380000000000109e+03 1.329690000000000055e+03
1.924990000000000034e-01 5.416119999999999891e+03 1.091380000000000109e+03
1.974990000000000079e-01 5.197060000000000400e+03 7.455819999999999936e+02
2.025289999999999868e-01 4.897920000000000073e+03 7.753029999999999973e+02
2.075319999999999943e-01 4.602840000000000146e+03 5.742659999999999627e+02
2.125199999999999867e-01 4.427119999999999891e+03 5.757440000000000282e+02
2.175169999999999881e-01 4.249060000000000400e+03 5.894790000000000418e+02
2.225119999999999876e-01 4.051360000000000127e+03 5.449329999999999927e+02
2.275220000000000020e-01 3.915690000000000055e+03 4.691859999999999786e+02
2.325319999999999887e-01 3.808820000000000164e+03 4.265579999999999927e+02
2.375210000000000099e-01 3.638719999999999800e+03 2.854649999999999750e+02
2.425130000000000063e-01 3.512780000000000200e+03 3.914800000000000182e+02
2.475130000000000108e-01 3.456070000000000164e+03 1.430380000000000109e+02
2.525140000000000162e-01 3.332110000000000127e+03 2.276709999999999923e+02
2.575200000000000267e-01 3.246760000000000218e+03 2.478460000000000036e+02
2.625149999999999983e-01 3.083809999999999945e+03 1.018010000000000019e+02
2.675100000000000255e-01 3.126860000000000127e+03 -2.674119999999999919e+01
2.725150000000000072e-01 2.949940000000000055e+03 1.210949999999999989e+02
2.775199999999999889e-01 2.851750000000000000e+03 5.507500000000000284e+01
2.825259999999999994e-01 2.824590000000000146e+03 -3.272420000000000329e+01
2.875179999999999958e-01 2.715869999999999891e+03 -4.301939999999999742e+01
2.925070000000000170e-01 2.562800000000000182e+03 2.624380000000000024e+01
2.975019999999999887e-01 2.521130000000000109e+03 -7.476460000000000150e+01
