4.919920587717813e7	1.4377380416345892e7	1.8965092330011183e6	209169.38438206352	-147477.62822922092	-105150.93371505826	-77749.66397558052	-62676.717356595764	-56411.89854037553	-54769.26226187262	-53639.97590317851	-49970.174438837945	-41991.58018001695	-30078.642979278164	-16133.758031299527	-3063.6286769819417	6886.466089918809	11844.795012716339	11890.56291981529	7953.683755320009	1194.0639230454726	-5730.059306464038	-10314.501153173911	-12366.28716906417	-11334.688235017667	-5861.077303605769	2284.3828916328785	9664.19705940728	14006.375222455861	15709.601602575758	15975.98025423504	14138.763541648499	9515.689884869558	3365.744769656567	-2354.1338524049643	-5263.505596195397	-4140.924428007003	-598.5541102473289	3321.8154216580206	6564.105804300216	8270.57997231225	8629.527541621002	8451.862819725267	8159.430478218483	7661.473286015796	6796.539644700754	5552.806318235205	4140.352314040015	1.0732583073174622e7	2.589810333301252e7	6.327865643942378e6	1.1739777734479248e6	95688.85426662535	113876.17708754013	118876.69586733637	114127.11658912658	103245.35281540167	90368.74722232891	79294.25564635292	72833.07374302225	72794.26190227752	78572.59567968457	87563.20932767639	96012.76744918118	100841.21880301254	99560.01296820518	92298.48989511623	80297.9756535193	65181.59594947107	50665.68000917327	40279.411281980356	34150.23588458334	32951.67824930725	38623.68961058279	48505.27212762504	57208.348310139525	61242.19587457556	61331.196665240546	59382.00457171234	54413.72495785242	45329.89769388606	34030.104172107734	23633.093185887614	17870.8488459058	18598.473690673694	23248.562532526175	28517.668497513034	32655.565027292287	34355.978946619085	33928.679858487	32689.514724096043	31341.25528383764	29740.755945767945	27621.274307406173	24954.136542975266	22069.109448732437
1.4558485411107684e7	2.638027250925894e7	7.708993949318151e6	984081.4681842104	66240.12520587991	-117000.77198546409	-84687.0118256363	-66608.12412866842	-58734.520021598415	-56320.4700524729	-54878.89101399546	-51063.701318360734	-42999.40887780952	-30971.285913091633	-16735.829202075307	-3202.491029617071	7307.354672401478	12872.767314378252	13359.177185221604	9506.77971274922	2923.5282981898345	-4026.650017241107	-9198.215258556284	-11504.354777210137	-10263.744005067103	-5093.4840869958025	2412.893055136301	9749.201077982652	14750.722872226885	17078.329989472433	17215.24502797897	15034.03778530231	10477.219756543886	4543.819698778887	-924.2479080618705	-3865.3696224532287	-3357.598789614105	-351.1721863951461	3474.397238909103	6778.717241460317	8726.827950811754	9453.724810354353	9419.8940966312	9060.754739074746	8447.050150275685	7503.604425853456	6219.905203499728	4730.438068763083	8.975857793537598e6	5.173218862894083e6	1.2912610345525308e7	3.3578097589687775e6	660384.206328832	112388.92696819225	124516.17867940752	123666.77782690694	114450.77431524126	101966.05937140621	90565.15960069055	83464.7148887488	82615.24508923132	87586.6238304491	96069.67998380525	104337.87674903654	109291.85667302771	108318.28112816479	101247.63193853508	88985.63704055596	73825.35848648322	59004.003135288076	47416.86091249535	40606.446354224405	39470.16868709444	44358.829031777255	52841.04135855236	61168.67891812207	66040.67084963356	66933.41269632717	64581.15636421401	58868.42699038063	49761.14999641246	38754.12284216922	28700.67566475608	22782.698105691015	22381.375328110422	26000.945412721492	30976.3697227288	35119.66352019121	37122.88855347567	37222.07851181243	36141.1440812668	34599.79377202766	32727.071048135793	30407.514958160176	27617.71794506261	24553.934711817634
1.9011458808376223e6	7.719884338185791e6	1.4505069365802187e7	4.326681709819925e6	522595.8923959137	12556.92899654046	-85732.04018059687	-65556.91937281846	-55882.074400244936	-52120.413885682414	-49898.429104962284	-46040.96627642568	-38798.782441398616	-28240.975004814536	-15801.67611668368	-3803.933962932955	5741.358177994141	11150.464285541402	12151.696794228756	9363.328493762383	4080.469849639976	-1737.3077499587198	-6243.438095081394	-8391.394543530925	-7463.447070807819	-3406.830764639566	2456.516169648654	8457.324871358394	13037.808620958938	15448.635468486165	15688.031705838646	13732.681352037627	9927.028212491694	5246.812017097183	934.8327083691001	-1606.3140144530935	-1613.4220816732886	356.21103741436673	3253.1251796226297	6041.312734042882	7911.555873050893	8802.364607764091	8968.606167505513	8667.536024803241	8056.4989417850165	7176.108754996009	6034.34936343618	4728.715930725536	2.9168812735396367e6	5.877758952970526e6	2.4910980169874975e6	6.799470831036079e6	1.8468704823284564e6	392027.98830429674	104222.16582785585	109897.51270601577	105670.90010377574	96725.00177843883	87564.37232035348	81352.74291403177	79965.68234543632	83375.64221511754	89784.54297030461	96386.20389852782	100541.23631468792	99973.98675091633	94284.57541727583	84187.15959509803	71442.55114851285	58686.323385338415	48395.48771650581	41989.247805736595	40474.8911586043	43727.70501164454	49732.06631070325	56066.34253120798	60438.16759465506	61665.459229778025	59688.620332337436	54504.17232546171	46742.775780313306	37898.04337936818	29827.828575080464	24633.08439095451	23456.385626356187	25422.327901861594	28914.905079982225	32283.48353094505	34244.03764082112	34689.02176959887	34019.90040334591	32643.824649045728	30832.25105054369	28664.45791282705	26150.15495443959	23432.394214752418
209514.93056970497	978574.732615504	4.3030910397806e6	8.24759202760441e6	2.4244551327581317e6	269052.5641827452	-5116.9842575716175	-62578.23070540312	-51372.74544195112	-46114.401263305364	-42927.26917045217	-38979.69756177051	-32727.188792593362	-24079.95524084659	-14047.497283952624	-4310.867867089724	3608.1386591575174	8388.341256566047	9792.398897651376	8161.714075955242	4472.526936537306	198.52028050589433	-3225.5254911048723	-4973.354680708722	-4475.537554817511	-1679.6637658994332	2515.208362103718	6929.309599977496	10482.05775653767	12578.597524907364	12956.308002306707	11551.977920338293	8764.956812502762	5402.208676149508	2321.8359559241435	382.16220981883635	82.5356793868159	1159.3867993191088	3031.7910395116796	5050.809813611673	6603.668345722223	7489.052275063776	7771.842182620768	7603.517870629639	7098.228131181101	6350.569189088016	5418.644264149283	4395.699083763466	362519.96048517013	1.835392200792579e6	3.6305107693684283e6	1.2174063126907144e6	3.6966409581303215e6	1.0171808396921065e6	247656.8016189259	84358.30338867751	86094.47746859741	82047.16025986007	76361.48522578889	71998.1459606514	70690.18830305997	72715.99250955001	76938.81971703796	81497.68831129294	84482.520620099	84138.29122060693	80117.7267827249	72685.04986909294	63125.33947782774	53350.17387714647	45228.072560127286	39844.65100053572	37988.268300498865	39598.895953876665	43337.96332379957	47515.512974510966	50590.05157035493	51674.11113747792	50280.65253957448	46304.64427132507	40443.08149754634	33930.57674317173	28030.88125213998	23977.44668930231	22485.107404984316	23146.965026463316	25105.621156119647	27361.396481180884	28948.809336248032	29534.26712479213	29197.993246086655	28177.70831328412	26660.718281283844	24815.087866986683	22736.223655370894	20569.91636784703
-147477.62822922092	63781.76374836895	516323.0294854642	2.399667605901409e6	4.708478283006837e6	1.397740345675898e6	153589.28266705136	-10398.554270338675	-47272.529100685606	-40691.34235926825	-36523.87022866296	-32382.36831289414	-26935.778435376356	-19980.69691027132	-12157.140142241136	-4599.029580328057	1649.616752100068	5655.962754112843	7230.999267966246	6536.652235570124	4250.924767687495	1424.468915714424	-951.6181899818257	-2268.9600881367114	-2066.7979358401954	-286.66830182619924	2512.6459616787033	5544.2458373018835	8059.943690593453	9658.782106172694	10105.824752184863	9272.927721194754	7437.788015676646	5164.172441100785	3062.495579503604	1680.4047664274458	1299.4682085161458	1784.8108794319742	2864.3025341846514	4164.251772344975	5291.586233328603	6050.877273917842	6379.98769498134	6329.837068764667	5974.88070093032	5394.551766774021	4679.373151550215	3920.901286415001	112973.59544292616	281465.3775867997	1.1429545026830917e6	2.2042963716354477e6	701122.0185145773	2.0908778835874463e6	616824.6328750182	159697.21824785488	62931.42019677817	63770.84459992203	61868.32463078151	59791.5101116151	59115.78399600689	60344.231488644495	62903.99770164223	65718.24607225943	67584.29282806392	67320.09698437846	64649.06421400408	59575.38317137724	52936.85102471941	46031.29691337948	40065.98175026107	35807.62356045509	33904.746772949744	34334.905922405764	36297.93092080913	38704.756166072126	40519.125562343565	41175.71597062148	40260.076788620405	37539.20908035504	33482.99223071334	28938.080067628915	24797.577108549263	21826.858258861525	20391.158999110427	20274.902109064802	21115.178052606916	22355.113951826504	23397.737469976546	23926.920093264434	23816.836225974894	23135.396363087508	21999.18852171226	20544.35001084953	18921.981047028476	17280.787489610695
-105150.93371505826	-117000.77198546407	10171.48317720952	264544.18086515926	1.3795082245504297e6	2.8478157872986603e6	870331.5694722208	92933.07797233533	-12530.569383119768	-36887.77980238265	-31858.709269873187	-27415.28408225857	-22462.515818307525	-16723.697282184792	-10575.003301360106	-4735.059671392915	135.76607724353744	3411.7347281162147	4982.3500908187925	4919.362630127125	3675.9522039023686	1954.7760444789528	421.7678662373455	-510.64108953718096	-454.87997561537304	648.630445359071	2438.6559239055878	4427.959802751535	6131.184463193138	7280.881033699212	7707.812358698557	7293.981078724144	6176.673739447999	4709.4489333435085	3303.4744801913657	2333.777366280825	1981.1604723587352	2150.211056430043	2715.6899255460075	3484.3269478430675	4220.827398098574	4792.789371457802	5109.156583576517	5143.7734182363865	4923.965866909306	4513.962706086857	3988.9709779096247	3434.381946787934	127579.6254776755	128042.8465503981	215843.17658494145	690011.5819812515	1.3515518300944993e6	378718.9059211861	1.2924276732642024e6	387126.3310197879	106282.48001209245	45749.933107622375	47273.93679843913	47542.505383303345	47875.04575944391	48919.48725561642	50499.34469744627	52123.89019956253	53157.721009120476	52870.16433451058	51117.680093742965	47792.74432186658	43405.47934403045	38746.45186879543	34556.81349328932	31311.693120934968	29568.08409755926	29326.732559196735	30085.61845525537	31219.400363436587	32093.617081558492	32353.807316316204	31704.41605388599	29931.697631546525	27260.784980770128	24200.347631851277	21336.476264369092	19184.549539588083	17962.202399914346	17504.119417712038	17668.11485598773	18187.220017973188	18720.984640085888	19066.781632026486	19059.65676170661	18637.871122411234	17836.921160793292	16764.222451500224	15544.853707831875	14315.44764729128
-77749.66397558052	-84687.01182563629	-85732.04018059687	-6894.220060776832	150564.76494021964	858326.1455910276	1.8340710929025896e6	565430.3107508786	55359.05068110159	-13177.42788170676	-29198.400051206787	-24392.638954095844	-19617.489080852047	-14600.856948253004	-9536.146365444656	-4863.111892755442	-975.2200700516078	1728.483295229671	3217.141408749274	3529.9607441334992	2968.1575525769767	2001.0881979645237	1068.2738936385194	454.93943542658053	464.4580503650159	1159.9849180876154	2306.8767158489954	3596.728084510889	4734.534511671407	5559.396576756037	5935.596110567338	5760.871016978557	5112.674405765718	4188.3512525910455	3253.2785216789525	2568.7074941801375	2268.408857074811	2290.4053506787004	2566.745055738862	2994.0877326125164	3443.8756514344786	3837.7466230301625	4100.036371197333	4180.381399999802	4066.5095474824466	3794.0412381079714	3420.9649147962027	3013.795873611605	129654.59115470416	136452.68958659988	116807.1915872992	159018.4816847604	441788.9055618555	868185.7149809744	246652.02745686859	813265.9485418121	253049.42356197647	73870.18344376657	34324.47526449524	36695.7478457352	38225.2254033367	39543.96224435934	40747.805398328936	41732.61054041483	42257.66756854196	41933.033535807415	40749.97454762889	38582.98828509919	35725.27776020887	32636.520508551	29734.914144682538	27314.552131147168	25805.43170940903	25231.467678916506	25283.816114385183	25604.266136050534	25851.453831932617	25838.308067196584	25327.11572791857	24133.124022906723	22384.39954916611	20338.353593948657	18353.52005286666	16775.9237682061	15761.614554826283	15197.69004225973	15019.504992307851	15097.88715338281	15264.14055236849	15408.650289968771	15400.167382771486	15141.032592784446	14599.154682024317	13830.418999510373	12929.394245403737	12001.324637685542
-62676.71735659578	-66608.12412866844	-65556.91937281846	-62578.23070540313	-11341.732195980003	91892.84779826552	560657.2158302641	1.2369142393141603e6	384539.56082138536	34794.297440778006	-12521.867874911673	-22913.02190793321	-18084.42829892578	-13396.006020622492	-8951.474611997466	-5009.283586255049	-1781.27409757629	504.49329209360076	1886.2926869617895	2402.65630750964	2267.1049682924786	1799.725033885281	1294.7737724193976	937.565342253014	963.7823705212777	1426.3508067981438	2175.0408860923635	3015.996590781275	3771.0627896008555	4358.295631333203	4675.5389944084745	4627.729428584576	4259.831177158898	3690.411137386979	3079.391462420329	2603.252663399484	2359.767288829059	2313.746273390142	2433.052881008869	2654.5749014716203	2907.6275309417915	3156.7768215648894	3349.576838397036	3440.3184709417837	3399.4173862952703	3232.1881095188774	2974.4817228364004	2677.8624814394707	122642.89003580331	132789.4002865067	119268.54083565153	93865.88007106414	115182.22401136687	295073.6093350193	593215.6568705316	138839.1053920131	552230.0387911337	178401.45189255822	53444.56741012006	27339.784125866754	30124.77315056839	32050.687007168643	33320.47285845916	34074.52895855873	34342.671206652274	33999.14343356237	33154.819309249695	31714.225610643538	29854.155512661866	27828.40171107801	25853.82404584811	24078.321557331677	22827.851386492228	22119.80738901256	21775.50328002731	21605.980697353625	21444.28853613553	21227.233091180726	20776.66493751811	19921.30475191892	18736.727663044632	17361.008138237557	15986.323072493848	14829.185178574253	13995.161735584845	13416.271890579654	13078.263593664347	12909.011954897189	12829.455061587292	12801.997019143153	12738.94612080034	12555.790882123603	12192.799681929508	11652.813135578454	10991.380303235086	10288.894727475705
-56411.89854037552	-58734.52002159843	-55882.074400244936	-51372.74544195112	-47272.529100685606	-13334.68709367355	53680.40924582957	378835.61144252925	884112.74136865	280008.7274164607	23575.642952192433	-11026.296883472447	-17504.9407921237	-12857.056091683535	-8679.050326042383	-5139.429512147253	-2322.940395132915	-332.3762272472668	934.9102853543664	1539.175551567303	1652.8706135652083	1510.8449419347962	1310.5460351279253	1163.843338015089	1244.7227255540529	1594.329931742841	2106.7611375974866	2664.029048708182	3161.9464543318936	3567.185121841054	3814.2126309686573	3822.3162350238545	3613.5354224286166	3263.8273506987753	2876.3731878981343	2560.6580949948147	2380.0440636813637	2309.913385341748	2342.6757556388156	2442.6603997874818	2566.648426360558	2704.3084872503487	2828.25414607083	2904.0591152809548	2901.159770708346	2808.405423178456	2638.204264622212	2425.1269193407065	110139.54484692376	121584.8245023966	112745.52874247506	93129.33121707059	70080.11261719433	82215.94730995805	202543.53029278564	407895.1039081916	90181.96503703106	402403.2955021352	130643.39587790292	40901.8248114696	23300.58605851596	26051.240573976975	27726.987135970696	28560.529105228583	28771.238646657963	28431.5818244567	27767.877297838422	26748.454423364274	25506.476646249866	24187.01017702896	22874.921269023398	21610.433356694222	20620.38313445454	19910.032448695838	19365.27390697629	18908.6214989454	18481.65187689972	18094.93493116783	17635.937183241484	16960.415155496772	16105.971717790018	15148.609642232048	14195.578183619305	13358.50923360369	12690.553378606288	12140.928947986798	11730.680125799168	11428.259158727255	11193.75914877309	11029.828368620507	10893.924239067557	10723.908533805616	10461.283426000293	10081.445886511487	9598.990617543082	9065.243584413165
-54769.262261872624	-56320.47005247291	-52120.413885682414	-46114.40126330535	-40691.34235926825	-36887.779802382625	-13613.428369262518	34202.716747709834	277108.7260881724	662026.0229501431	208833.14040688958	15477.459133820503	-8956.427891864923	-12713.051794742361	-8560.280658735952	-5180.504842303686	-2593.6743978002887	-808.9116146521956	338.1294694162534	945.8752793378935	1181.8029303146031	1237.2679545700248	1249.8223184788949	1275.9753563855684	1439.1283298673497	1757.4575379605576	2146.7721183517115	2528.5236657766873	2848.6661708752154	3109.819062511365	3274.037829247696	3282.7113722424565	3152.759860236515	2932.499927398857	2692.140916602638	2501.937342905958	2389.9487790103203	2327.3267402246056	2317.1535447613232	2343.6220792491704	2383.830874657928	2439.7509479305163	2500.4266172482003	2546.0725053713286	2551.4529411640256	2501.3612955702583	2393.813330443551	2245.0746463830164	96257.85922880756	107862.03239225103	102343.15889145859	87444.40796241714	69185.9730126655	51403.125691420195	60358.732328751576	143685.3411981705	300234.0959905302	68738.5806428614	294209.24541639263	97165.15098127746	33129.36899200221	21154.267000499975	23462.8373950749	24627.24736872333	24945.20173910211	24638.645993753107	24048.023810469	23230.70574810745	22334.959759222464	21460.957338804797	20616.96718194482	19761.394553337406	19039.085341767117	18419.379451178993	17816.114943808538	17204.620877922687	16599.7033280841	16067.45950508177	15544.114064109204	14926.267189241076	14245.220456868294	13537.070501369662	12861.688775260554	12272.186942728727	11764.866166854838	11279.771756114684	10850.925172573525	10476.609936234287	10147.090263429242	9883.325965400769	9671.133556648767	9475.702728775348	9249.880628150482	8963.806734765532	8608.053816729102	8202.351165579748
