0.0128192	63497.5	6161.27	8184.13
0.017748	66071.4	10373.2	-8122.17
0.0226729	58746.8	26079.7	4405.76
0.027668	48059.9	31552.9	4519.27
0.0326359	46270.6	17769.1	4647.45
0.0376044	43000.9	14077.6	130.771
0.0426046	36221.1	15619.3	3123.93
0.0475961	34579.5	12097.7	3664.27
0.0525942	31495.9	11757.1	1305.28
0.057583	29748.8	9489.23	-810.216
0.0625683	27805.5	10258.5	89.29
0.0675546	27026.6	8894.7	449.153
0.0725619	24272.9	8482.65	-1966.06
0.0775603	22420.3	8014.49	-513.334
0.0825458	20884.1	6602.8	2430.15
0.0875447	18671.4	6070.75	3124.71
0.0925535	17193.7	6025.53	1225.98
0.097557	16323.4	4878.85	892.05
0.102539	14777.2	4904.22	1540.59
0.107528	13647.4	4510.61	1277.57
0.112544	12957.	4085.68	-167.312
0.117554	12401.5	4133.92	-538.669
0.122543	12157.7	3982.66	-128.438
0.127537	11665.5	3896.43	251.152
0.132544	10809.3	3321.65	-247.565
0.137539	10078.7	3026.76	-342.45
0.142529	9400.7	2775.72	468.008
0.147528	8967.1	2496.13	359.839
0.152531	8716.27	2089.81	449.449
0.157524	8039.46	2503.34	152.946
0.162526	7640.92	2005.12	512.698
0.16753	7337.07	1841.22	749.094
0.172522	7063.69	2246.22	199.912
0.177524	6749.16	2196.02	93.2243
0.182527	6633.92	1900.61	494.771
0.187522	6422.69	1721.37	523.912
0.192519	6095.72	1613.12	761.999
0.197525	5922.27	1423.71	692.271
0.202525	5616.13	1322.31	671.703
0.207514	5327.29	1364.17	714.709
0.212513	5172.4	1392.3	601.518
0.217519	4990.08	1221.03	529.786
0.222521	4816.08	1074.12	419.92
0.227521	4579.27	1064.12	445.661
0.232516	4399.7	1168.55	358.534
0.237516	4388.33	873.675	511.561
0.242519	4244.38	962.787	429.551
0.247517	4066.44	1059.3	523.683
